Feature.ID	WT.1.norm	WT.2.norm	WT.3.norm	GeneA.KO.1.norm	GeneA.KO.2.norm	GeneA.KO.3.norm	GeneB.KO.1.norm	GeneB.KO.2.norm	GeneB.KO.3.norm
ENSG00000223972	0	0	0	0	0	0	0	0	0
ENSG00000227232	0	0	0	0	0	0	0	0	0
ENSG00000278267	0	0	0	0	0	0	0	0	0
ENSG00000243485	0	0	0	0	0	0	0	0	0
ENSG00000284332	0	0	0	0	0	0	0	0	0
ENSG00000237613	0	0	0	0	0	0	0	0	0
ENSG00000268020	0	0	0	0	0	0	0	0	0
ENSG00000240361	0	0	0	0	0	0	0	0	0
ENSG00000186092	0	0	0	0	0	0	0	0	0
ENSG00000238009	0	0	0	0.9331	0	0	0	0	0
ENSG00000239945	0	0	0	0	0	0	0	0	0
ENSG00000233750	0	0	0	0	0	0	0	0	0
ENSG00000268903	0	0	0	0	0	0	0	0	0
ENSG00000269981	0	0	0	0	0	0	0	0	0
ENSG00000239906	0	0	0	0	0	0	0	0	0
ENSG00000241860	0	0	0.9256	0	0	0	0	1.2217	0
ENSG00000222623	0	0	0	0	0	0	0	0	0
ENSG00000241599	0	0	0	0	0	0	0	0	0
ENSG00000279928	0	0	0	0	0	0	0	0	0
ENSG00000279457	5.4574	14.0499	10.1817	7.4644	17.858	9.9723	11.4494	10.995	9.7569
ENSG00000273874	0	0	0	0	0	0	0	0	0
ENSG00000228463	1.0915	1.8733	1.8512	1.8661	0	0	1.0409	1.2217	2.661
ENSG00000236679	0	0	0	0	0	0	0	0	0
ENSG00000236601	0	0	0	0	0	0	0	0	0
ENSG00000237094	0	0	0	0.9331	0.8504	3.3241	3.1226	4.8867	3.548
ENSG00000269732	0	0	0	0	0	0	0	0	0
ENSG00000284733	0	0	0	0	0	0	0	0	0
ENSG00000233653	0	0	0	0	0	0	0	0	0
ENSG00000250575	0	0	0	0	0	0	0	0	0
ENSG00000278757	0	0	0	0	0	0	0	0	0
ENSG00000230021	0	0	0	0	0	0	0	0	0.887
ENSG00000235146	0	0	0	0	0	0	0	0	0
ENSG00000225972	26.1955	21.5432	20.3634	30.7907	33.1648	29.9168	17.6945	28.0983	19.5139
ENSG00000225630	2133.8431	2479.3463	2119.6424	1700.9505	1873.3855	2001.1029	1679.9372	2062.1742	1861.7999
ENSG00000237973	191.009	260.3922	191.6009	159.5516	219.3979	222.7141	207.1298	291.9784	243.0363
ENSG00000278791	0	0	0	0	0	0	0	0	0
ENSG00000229344	13.0978	9.3666	21.289	14.9288	17.0076	15.5124	19.7762	23.2117	14.1919
ENSG00000240409	5.4574	1.8733	8.3305	8.3975	7.6534	5.5402	7.286	2.4433	6.209
ENSG00000248527	1921.0045	2771.5851	2723.1388	1716.8123	1386.9686	2500.8245	2018.2146	2655.9044	2313.2797
ENSG00000198744	15.2807	14.9866	11.1073	13.0627	14.4564	16.6205	12.4902	6.1083	16.8529
ENSG00000268663	0	0	0	0	0	0	0	0	0
ENSG00000284662	0	0	0	0	0	0	0	0	0
ENSG00000229376	0	0	0	0	0	0	0	0	0
ENSG00000228327	5.4574	9.3666	7.4049	12.1297	12.7557	13.2964	5.2043	6.1083	15.9659
ENSG00000223181	0	0	0	0	0	0	0	0	0
ENSG00000229905	0	0	0	0	0	0	0	0	0
ENSG00000237491	10.9148	25.2899	22.2146	10.2636	18.7083	11.0803	4.1634	13.4383	7.9829
ENSG00000230092	1.0915	3.7467	0	0.9331	1.7008	0	1.0409	2.4433	1.774
ENSG00000177757	0	0.9367	0	0.9331	1.7008	1.108	3.1226	2.4433	0.887
ENSG00000228794	333.9928	388.715	439.6638	297.643	283.1763	311.3565	272.7036	277.3184	333.5096
ENSG00000225880	7.6404	12.1766	10.1817	8.3975	13.6061	2.2161	2.0817	8.5517	3.548
ENSG00000230368	0	0	0	0	0	0	0	0	0
ENSG00000234711	0	0	0	0	0.8504	0	0	0	0
ENSG00000283040	0	0	0	0	0	0	0	0	0
ENSG00000272438	1.0915	1.8733	3.7024	0.9331	0.8504	3.3241	2.0817	2.4433	6.209
ENSG00000230699	24.0126	12.1766	45.3548	15.8619	9.3542	24.3767	14.5719	10.995	26.6098
ENSG00000241180	0	0	0.9256	0.9331	0	0	0	0	0
ENSG00000223764	12.0063	10.3033	9.2561	24.2593	15.3068	12.1883	19.7762	24.4333	11.5309
ENSG00000187634	54.574	17.7966	65.7182	45.7195	41.6686	53.1855	57.2469	46.4234	59.4286
ENSG00000188976	3807.0817	3264.2697	3709.837	3975.7268	3932.1537	3627.6914	4062.4505	3610.0264	3656.1882
ENSG00000187961	90.5928	127.3861	156.4278	134.3592	164.1232	150.6921	135.3109	155.1517	155.2239
ENSG00000187583	201.9238	219.1791	203.6338	167.016	139.4622	139.6118	139.4743	119.7234	147.241
ENSG00000187642	0	0	0	0	0	0	0	0	0
ENSG00000272512	6.5489	2.81	2.7768	2.7992	7.6534	7.7562	9.3677	13.4383	5.322
ENSG00000188290	81.861	79.6163	110.1474	107.3008	75.6838	120.7753	107.2079	147.8217	108.2132
ENSG00000187608	31.6529	31.8465	58.3133	47.5856	31.464	44.3212	46.8384	39.0933	49.6716
ENSG00000231702	0	0	0	0	0	0	0	0	0
ENSG00000224969	0	0	0	0	0	0	0	0	0
ENSG00000188157	2453.6467	2712.5754	2886.0459	2259.8475	2117.4444	2742.3752	2434.5559	2521.521	2854.3458
ENSG00000242590	0	0	0	0	0	0	0	0	0
ENSG00000217801	20.7381	27.1632	36.0987	44.7864	66.3296	50.9694	47.8793	52.5317	43.4627
ENSG00000273443	2.183	0.9367	0	0.9331	0.8504	1.108	0	3.665	0.887
ENSG00000237330	0	0	0	0	0	0	0	0	0
ENSG00000131591	161.539	141.4361	137.9156	185.677	177.7293	187.2571	182.1493	230.8951	219.0875
ENSG00000223823	0	0	0	0	0	0	0	0	0
ENSG00000207730	0	0	0	0	0	0	0	0	0
ENSG00000207607	0	0	0	0	0	0	0	0	0
ENSG00000198976	0	0	0	0	0	0	0	0	0
ENSG00000272141	0	0	0	0	0	0	0	0	0
ENSG00000205231	0	0	0	0	0	0	0	0	0
ENSG00000162571	0	0	0	0	0	0	0	0	0
ENSG00000186891	0	0	0	0	0	0	0	0	0
ENSG00000186827	0	0	0	0	0	0	0	0	0.887
ENSG00000078808	2478.7507	2515.8762	2734.2461	3049.208	3508.6648	3034.8952	3219.3593	3481.7514	3191.4035
ENSG00000176022	760.7614	630.374	720.1231	668.0639	643.7371	734.6241	753.5778	601.0602	769.9106
ENSG00000184163	1.0915	3.7467	3.7024	4.6653	4.2519	5.5402	6.2451	3.665	7.0959
ENSG00000260179	0	3.7467	4.628	0.9331	2.5511	3.3241	1.0409	0	1.774
ENSG00000160087	1555.3588	1370.3376	1369.8999	1892.2258	1597.8626	1633.2368	1939.1097	1823.9491	1654.2433
ENSG00000230415	2.183	0	0	1.8661	3.4015	2.2161	3.1226	0	2.661
ENSG00000162572	5.4574	1.8733	7.4049	2.7992	5.1023	15.5124	5.2043	4.8867	14.1919
ENSG00000131584	236.8511	249.1523	273.0544	392.8141	325.6953	295.8441	436.1175	519.2085	361.0065
ENSG00000278073	0	0	0	0	0	0	0	0	0
ENSG00000169972	254.3148	207.0025	274.9056	227.6642	199.8391	241.5506	256.0499	267.5451	250.1322
ENSG00000127054	777.1336	854.2364	880.2532	879.8663	934.5668	854.2914	995.0558	1064.0721	957.0662
ENSG00000283712	0	0	0	0	0	0	0	0	0
ENSG00000240731	12.0063	22.4799	20.3634	20.5271	11.0549	23.2686	10.4085	15.8817	18.6269
ENSG00000224051	318.7121	301.6054	335.0701	266.8524	212.5948	272.5755	313.2968	296.8651	322.8657
ENSG00000169962	0	0	0	0	0	0	0	1.2217	0
ENSG00000107404	2188.4171	2191.7909	2170.5508	2015.3884	1987.3363	2132.9585	2133.7493	2140.3609	2177.5696
ENSG00000284372	0	0	0	0	0	0	0	0	0
ENSG00000162576	0	0.9367	0	5.5983	6.803	4.4321	22.8988	13.4383	7.9829
ENSG00000175756	892.8305	686.5738	935.7897	891.996	756.8375	848.7513	897.2156	919.9154	847.966
ENSG00000223663	0	0.9367	0	0	0	0	0	1.2217	0.887
ENSG00000221978	3375.9471	3852.494	4588.239	3338.4536	2785.8425	3717.4419	3350.5068	2896.5728	3971.071
ENSG00000224870	303.4314	279.1255	297.1202	270.5846	296.7824	260.3871	315.3786	312.7468	251.9062
ENSG00000242485	1080.565	896.3863	939.4922	1104.7314	954.9759	928.5295	1175.1234	1230.2188	974.8061
ENSG00000264293	0	0	0	0	0	0	0	0	0
ENSG00000272455	17.4637	48.7065	51.834	20.5271	33.1648	43.2132	23.9396	46.4234	35.4797
ENSG00000235098	2.183	2.81	4.628	0	0	0	0	0	0
ENSG00000225905	0	0	0	0	0	0	0	0	0
ENSG00000205116	0	0	0	0	0	0	0	0	0
ENSG00000225285	0	0	0	0	0	0	0	0	0
ENSG00000179403	3.2744	0	0.9256	0.9331	0	0	1.0409	0	3.548
ENSG00000215915	0	0	0	1.8661	0.8504	0	1.0409	0	2.661
ENSG00000160072	319.8036	311.9087	324.8884	411.4751	337.6006	327.977	386.1566	471.5635	333.5096
ENSG00000284740	0	0	0	0	0	1.108	0	0	0
ENSG00000197785	1055.461	977.8759	834.8984	1215.7644	1119.0991	1055.9529	1250.0648	1104.3871	1153.0919
ENSG00000205090	5.4574	9.3666	15.7353	9.3305	4.2519	7.7562	9.3677	0	10.6439
ENSG00000160075	2228.8018	1895.8054	2102.9815	2154.4129	2044.3118	2019.9394	2026.5414	1960.7758	2132.3329
ENSG00000215014	12.0063	8.43	4.628	7.4644	12.7557	4.4321	7.286	13.4383	7.0959
ENSG00000274481	0	0	0	0	0	0	0	0	0
ENSG00000228594	1.0915	0.9367	1.8512	18.661	28.9129	22.1606	35.389	28.0983	13.3049
ENSG00000272106	79.678	74.933	60.1645	71.8449	68.8807	70.9139	68.6963	64.7484	67.4115
ENSG00000197530	122.2457	87.1096	199.9313	109.1669	106.2974	160.6644	120.739	101.3984	187.1557
ENSG00000189409	0	0	0	0	0	0	0	0	0
ENSG00000248333	619.9605	502.9879	498.9027	586.8886	663.2958	583.932	623.4711	653.5919	620.8956
ENSG00000272004	0	0.9367	1.8512	0	0	0	0	2.4433	0
ENSG00000189339	1482.2296	1633.5399	1830.8527	1276.4127	1146.3112	1566.7549	1307.3118	1222.8888	1725.2028
ENSG00000269737	1.0915	0	0	0	0.8504	0	0	0	0
ENSG00000215914	0	0	0	0	0	0	0	0	0
ENSG00000008128	15.2807	17.7966	21.289	15.8619	10.2046	19.9445	9.3677	15.8817	12.4179
ENSG00000268575	20.7381	32.7832	31.4707	21.4602	21.2595	23.2686	29.1439	15.8817	31.9318
ENSG00000227775	1.0915	0.9367	0.9256	0.9331	0	0	1.0409	1.2217	2.661
ENSG00000215790	73.1291	88.0463	99.0401	69.0457	33.1648	79.7782	69.7372	58.64	106.4392
ENSG00000008130	1617.5731	1571.7201	1788.2747	1579.654	1388.6693	1787.253	1617.486	1628.4823	1700.367
ENSG00000078369	16113.5168	15484.9088	15659.4367	14925.0708	13747.2312	14813.258	14885.2431	14452.3224	14868.676
ENSG00000231050	9.8233	7.4933	8.3305	8.3975	9.3542	3.3241	10.4085	8.5517	7.0959
ENSG00000169885	6.5489	2.81	6.4793	0	0	3.3241	0	0	2.661
ENSG00000178821	4.3659	3.7467	9.2561	2.7992	6.803	7.7562	5.2043	0	4.435
ENSG00000142609	2.183	1.8733	2.7768	2.7992	0.8504	0	1.0409	3.665	0.887
ENSG00000233542	1.0915	0	0	0	0	0	0	0	0
ENSG00000187730	0	0	0	0	0	0	0	0	0
ENSG00000226969	0	0	0	0	0	0	0	0	0
ENSG00000067606	20.7381	17.7966	12.9585	13.0627	9.3542	7.7562	21.8579	18.325	12.4179
ENSG00000271806	1.0915	0	0	0	0	0	0	0	0
ENSG00000182873	7.6404	11.24	15.7353	9.3305	1.7008	11.0803	3.1226	7.33	14.1919
ENSG00000162585	283.7848	278.1888	339.6981	314.4379	297.6327	336.8412	346.6042	360.3918	362.7804
ENSG00000234396	0	0	0	0	0	0	0	0	0
ENSG00000157933	4769.7669	4106.3296	4511.4136	3312.3282	3165.962	3517.9964	3242.258	3023.6262	3524.0261
ENSG00000116151	102.5991	109.5895	125.8827	87.7067	79.9357	110.803	94.7177	69.635	114.4222
ENSG00000272161	0	0	0.9256	0	0	0	0	0	0
ENSG00000269896	14.1892	8.43	19.4378	5.5983	5.1023	8.8642	5.2043	8.5517	18.6269
ENSG00000272420	3.2744	3.7467	3.7024	3.7322	1.7008	5.5402	1.0409	1.2217	4.435
ENSG00000157916	3380.3131	3259.5864	3655.2261	3007.2207	2689.7496	3379.4926	3063.2313	2991.8629	3372.3502
ENSG00000157911	716.0108	504.8612	478.5394	711.9173	585.9113	597.2284	678.6364	582.7352	601.3818
ENSG00000149527	1031.4484	1230.7749	663.661	1.8661	5.1023	5.5402	4.1634	7.33	8.8699
ENSG00000224387	0	0	0	0	0	0	0	0	0
ENSG00000229393	0	0	0	0	0	0	0	0	0
ENSG00000157881	313.2547	339.0719	348.0286	249.1244	271.271	314.6806	270.6219	280.9834	364.5544
ENSG00000197921	0	0	0	0	0	0	0	0	0
ENSG00000272449	2.183	7.4933	4.628	0.9331	0.8504	6.6482	5.2043	2.4433	4.435
ENSG00000238164	0	0	1.8512	0	0	0	0	0	0
ENSG00000157873	5.4574	2.81	8.3305	16.7949	8.5038	8.8642	12.4902	13.4383	14.1919
ENSG00000225931	0	0	0	0	0	0	0	0	0
ENSG00000228037	0	0	0	0	0	0	0	0	0
ENSG00000157870	170.2709	133.0061	198.0801	321.9023	274.6725	310.2485	298.7249	370.1651	337.9446
ENSG00000142606	0	0	0	0.9331	0	2.2161	1.0409	0	0.887
ENSG00000237058	0	0	0	0	0	0	0	0	0
ENSG00000215912	2.183	0.9367	1.8512	1.8661	0	2.2161	5.2043	1.2217	2.661
ENSG00000283259	0	0	0	0	0	0	0	0	0
ENSG00000233234	0	0	0	0	0	0	0	0	0
ENSG00000231630	0	0	0	0	0	0	0	0	0
ENSG00000284745	0	0	0	0	0	0	0	0	0
ENSG00000169717	0	0	0	0	0	0	0	0	0
ENSG00000177133	0	0	0	0	0	0	0	0	0
ENSG00000142611	0	0	0	0	0	0	0	0	0.887
ENSG00000283572	0	0	0	0	0	0	0	0	0
ENSG00000226286	0	0	0	0	0	0	0	0	0
ENSG00000279839	0	0	0	0	0	0	0	0	0
ENSG00000272235	0	0	0	0	0	0	0	0	0
ENSG00000130762	80.7695	63.6931	74.0486	31.7237	26.3618	18.8365	21.8579	21.99	23.0618
ENSG00000272088	0	0	2.7768	0	0	0	0	0	0
ENSG00000162591	18.5552	17.7966	24.0658	30.7907	26.3618	48.7533	22.8988	40.315	35.4797
ENSG00000207776	0	0	0	0	0	0	0	0	0
ENSG00000238260	0	0	0	3.7322	0	0	0	0	0
ENSG00000158109	725.8341	872.9697	783.99	563.5623	495.7711	690.3029	508.9773	388.4902	686.5332
ENSG00000116213	540.2825	570.4276	609.9757	383.4836	334.1991	468.6968	423.6273	392.1552	514.4564
ENSG00000078900	165.9049	156.4227	144.3949	28.9246	34.0152	40.9971	36.4299	52.5317	42.5757
ENSG00000227589	8.7318	17.7966	17.5866	4.6653	3.4015	2.2161	3.1226	2.4433	8.8699
ENSG00000235131	0	0	0	0	0	0	0	0	0
ENSG00000227372	1.0915	0	0	0	0	0	0	0	0
ENSG00000276189	0	0	0	0	0	0	0	0	0
ENSG00000162592	0	0	0	0	0	0	0	0	0
ENSG00000235169	1.0915	0.9367	0	0	0	0	0	0	0
ENSG00000130764	1451.6682	1212.0416	1336.578	1356.655	1093.5877	1380.6058	1357.2727	1125.1554	1256.8701
ENSG00000266075	0	0	0	0	0	0	0	0	0
ENSG00000272153	0	0	0	0	0	0	1.0409	2.4433	0
ENSG00000116198	2161.1301	1994.155	2059.4779	1685.0886	1686.3021	1829.3581	1726.7756	1373.1539	1910.5845
ENSG00000169598	104.7821	99.2863	128.6595	95.1711	127.5569	152.9082	125.9433	113.615	174.7378
ENSG00000198912	788.0484	661.2839	773.8083	751.1054	670.9492	838.779	705.6985	812.4087	796.5204
ENSG00000236423	2.183	2.81	4.628	1.8661	3.4015	2.2161	2.0817	2.4433	0
ENSG00000233304	0	0	0	0	0	0	0	0	0
ENSG00000226374	0	0	0	0	0.8504	0	0	0	0
ENSG00000284668	544.6484	565.7443	584.9843	444.1319	358.86	396.6749	548.5297	492.3319	423.983
ENSG00000284703	1.0915	0.9367	3.7024	1.8661	0	0	0	0	0.887
ENSG00000229280	0	0.9367	0	0	1.7008	0	0	0	0
ENSG00000235054	0	0	0	0	0	0	0	0	0
ENSG00000284694	0	0	0	0	0	0	0	0	0
ENSG00000227169	0	0	0	0	0	0	0	0	0
ENSG00000232596	0	0	0	0	0	0	0	0	0
ENSG00000196581	312.1632	240.7223	316.5579	181.9448	217.6971	192.7973	113.453	186.9151	132.1621
ENSG00000284739	0	0	0	0	0	0	0	0	0
ENSG00000284674	0	0	0	0	0	0	0	0	0
ENSG00000231510	0	0	0	0	0	0	0	0	0
ENSG00000284616	0	0	0	0	0	0	0	0	0
ENSG00000284692	0	0	0	0	0	0	0	0	0
ENSG00000284666	0	0	0	0	0	0	0	0	0
ENSG00000260972	0	0	0	0	0	0	0	0	0
ENSG00000283356	0	0	0	0	0	0	0	0	0
ENSG00000236948	0	0	0	0	0	0	0	0	0
ENSG00000264341	0	0	0	0	0	0	0	0	0
ENSG00000264101	0	0	0	0	0	0	0	0	0
ENSG00000131697	191.009	184.5226	229.5508	144.6228	160.7217	202.7696	202.9664	221.1218	228.8444
ENSG00000069424	825.1588	715.6104	1222.7282	882.6655	799.3565	1203.321	911.7875	951.6787	1250.6612
ENSG00000116254	7.6404	6.5566	12.0329	18.661	11.9053	14.4044	10.4085	9.7733	18.6269
ENSG00000116251	3804.8987	3910.567	4150.4264	3383.24	2883.6361	4014.394	3575.3311	3564.8248	4143.1477
ENSG00000226944	3.2744	3.7467	2.7768	0.9331	0.8504	0	0	1.2217	3.548
ENSG00000158286	56.757	68.3764	98.1145	47.5856	48.4716	34.3489	53.0835	43.98	49.6716
ENSG00000116237	2770.1758	2395.9834	3156.3234	3458.817	3270.5587	3385.0328	3281.8105	4350.3567	3491.2073
ENSG00000225077	0	0	0	0	0.8504	0	0	0	0.887
ENSG00000173673	0	0	0	0	0	0	0	0	0
ENSG00000158292	14.1892	16.8599	26.8426	5.5983	16.1572	9.9723	10.4085	4.8867	17.7399
ENSG00000097021	898.2879	925.4228	759.9242	1011.4264	1060.4229	677.0066	1153.2655	1495.3206	834.6611
ENSG00000271746	5.4574	4.6833	2.7768	4.6653	3.4015	6.6482	14.5719	4.8867	0.887
ENSG00000069812	0	0	0	0	0	0	2.0817	1.2217	0
ENSG00000187017	0	0	0	0	0	0	0	0	0
ENSG00000265392	0	0	0	0	0	0	0	0	0
ENSG00000231868	0	0	0	0	0	0	0	0	0
ENSG00000215788	34.9274	45.8965	61.0901	11.1966	14.4564	14.4044	14.5719	8.5517	17.7399
ENSG00000171680	188.826	206.0658	197.1545	86.7737	90.9906	72.022	63.4921	98.955	101.1173
ENSG00000162408	1565.1821	1348.7944	1498.5594	1817.5818	1754.3324	1604.428	1870.4134	2003.5341	1980.657
ENSG00000253022	0	0	0	0	0	0	0	0	0
ENSG00000229519	0	0	1.8512	0	0	1.108	0	0	1.774
ENSG00000173662	0	0	0	0	0	0	0	0	0
ENSG00000204859	312.1632	348.4385	259.1702	349.8938	277.2236	286.9799	359.0944	305.4168	348.5885
ENSG00000162413	504.2637	651.9173	788.618	532.7717	531.487	725.7599	538.1212	754.9903	720.2389
ENSG00000116273	614.5031	683.7638	823.7912	543.0352	506.826	694.735	561.0199	558.3019	761.0406
ENSG00000041988	220.4789	236.039	258.2446	243.5261	223.6497	242.6587	232.1103	265.1018	299.8039
ENSG00000007923	1745.2763	1559.5435	1465.2375	2030.3172	1854.6772	1519.1096	1912.0475	1841.0524	1701.254
ENSG00000228750	0	0	0	0	0	0	0	0	0
ENSG00000284744	0	0.9367	0.9256	0	0	0	0	0	0.887
ENSG00000237436	3.2744	2.81	1.8512	5.5983	0.8504	2.2161	2.0817	3.665	1.774
ENSG00000171735	734.5659	735.2803	816.3863	780.03	767.8925	863.1557	837.8869	794.0836	866.5929
ENSG00000227950	0	0.9367	0.9256	0	0	0	0	1.2217	0
ENSG00000237365	0	0	0	0	0	0	0	0	0
ENSG00000207056	0	0	0	0	0	0	0	0	0
ENSG00000237402	1.0915	0.9367	0	0	0	0	2.0817	0	0.887
ENSG00000237728	0	0	0	0	0	0	0	0	0
ENSG00000225126	0	0	0	0	0	0	0	0	0
ENSG00000270171	0	2.81	0	0	0	0	0	0	0
ENSG00000270035	0	1.8733	2.7768	0.9331	0.8504	1.108	0	0	0
ENSG00000269978	0	2.81	2.7768	0	0	4.4321	2.0817	3.665	3.548
ENSG00000049245	2269.1866	2121.5412	2201.0959	1922.0834	1817.2605	2049.8562	1930.7829	1788.5207	1997.5099
ENSG00000269925	5.4574	14.9866	10.1817	13.0627	16.1572	18.8365	12.4902	15.8817	15.0789
ENSG00000049246	486.8	430.8649	765.4778	655.9343	624.1784	1194.4567	638.0431	366.5001	1167.2838
ENSG00000236266	0	0	0.9256	0.9331	0	1.108	0	0	0
ENSG00000049247	0	0	0	0	0	1.108	1.0409	0	0
ENSG00000049249	208.4726	251.0256	82.3791	762.302	920.1104	445.4282	411.1371	539.9769	288.273
ENSG00000270330	0	0	0.9256	0.9331	0	1.108	0	0	0.887
ENSG00000116288	5189.9866	5054.2323	5261.1561	4982.488	4243.3925	5172.2858	4984.6465	5030.8253	4999.9837
ENSG00000200344	0	0	0	0	0	0	0	0	0
ENSG00000284747	17.4637	12.1766	25.917	8.3975	5.9527	21.0526	8.3268	10.995	15.0789
ENSG00000284716	1.0915	0	0	1.8661	0.8504	0	0	0	0
ENSG00000116285	7475.5454	8616.3608	6368.1833	6104.9474	6903.3789	4157.33	6869.6318	9752.5689	4615.9154
ENSG00000238290	0	0	0	0	1.7008	0	1.0409	0	1.774
ENSG00000232848	0	1.8733	3.7024	0.9331	1.7008	0	2.0817	1.2217	0
ENSG00000229305	0	0	0	0	0	0	0	0	0
ENSG00000227634	0	0	0	0	1.7008	2.2161	1.0409	2.4433	0.887
ENSG00000200975	0	0	0	0	0	0	0	0	0
ENSG00000233645	0	0	0	0	0	0	0	0	0
ENSG00000251977	0	0	0	0	0	0	0	0	0
ENSG00000162426	5.4574	4.6833	4.628	34.5229	22.1099	37.673	61.4103	34.2067	67.4115
ENSG00000252254	0	0	0	0	0	0	0	0	0
ENSG00000142599	3679.3785	4035.1432	3551.558	4521.5612	5132.8892	4161.7621	4512.0991	5215.2971	4363.1222
ENSG00000232912	1.0915	0.9367	2.7768	2.7992	0	1.108	1.0409	2.4433	3.548
ENSG00000221083	0	0	0	0	0	0	0	0	0
ENSG00000270282	0	0	0	0	0	0	0	0	0
ENSG00000234619	1.0915	0	0.9256	0.9331	0.8504	0	0	0	1.774
ENSG00000224315	0	1.8733	0.9256	0.9331	0	1.108	1.0409	0	0.887
ENSG00000222511	0	0	0	0	0.8504	0	0	0	0
ENSG00000226545	0	0	0	0.9331	0	0	1.0409	0	0
ENSG00000228423	0	0	0.9256	0	0	2.2161	0	0	1.774
ENSG00000229716	3.2744	0.9367	0.9256	1.8661	0	0	1.0409	0	1.774
ENSG00000074800	25900.8165	26140.3845	24398.1022	36800.4324	37103.7481	25814.8916	40100.9553	52992.2561	28515.9617
ENSG00000274258	0	0	0	0	0.8504	0	2.0817	0	0
ENSG00000236269	7.6404	18.7333	10.1817	6.5314	7.6534	6.6482	9.3677	9.7733	8.8699
ENSG00000230679	3.2744	1.8733	2.7768	2.7992	4.2519	0	3.1226	3.665	0.887
ENSG00000201725	0	0	0	0	0	0	0	0	0
ENSG00000238249	2.183	0	1.8512	1.8661	0.8504	3.3241	1.0409	1.2217	0
ENSG00000232208	0	0	0	0	0	0	0	0	0
ENSG00000232663	8.7318	4.6833	3.7024	5.5983	3.4015	3.3241	1.0409	3.665	1.774
ENSG00000131686	0	0	0	0	0.8504	0	0	1.2217	0
ENSG00000265141	0	0	0	0	0	0	0	0	0
ENSG00000197241	0	0	0	0	0	0	0	0	0
ENSG00000142583	0	1.8733	0.9256	0.9331	2.5511	2.2161	2.0817	9.7733	3.548
ENSG00000252404	0	0	0	0	0	0	0	0	0
ENSG00000180758	507.5381	490.8113	579.4306	419.8726	369.0646	525.2064	394.4834	422.6968	474.5416
ENSG00000228526	9.8233	12.1766	24.9914	2.7992	11.0549	8.8642	1.0409	2.4433	0.887
ENSG00000284357	0	0	0	0	0	0	0	0	0
ENSG00000234546	81.861	74.933	67.5694	5.5983	1.7008	4.4321	1.0409	1.2217	0.887
ENSG00000281937	0	0	0	0	0	0	0	0	0
ENSG00000049239	2121.8368	1897.6788	2015.0487	1720.5445	1562.9971	1858.1669	1923.4969	1771.4174	2057.8255
ENSG00000171621	73.1291	59.9464	69.4206	183.8109	204.9414	160.6644	172.7816	142.9351	194.2516
ENSG00000284652	0	0.9367	1.8512	0.9331	0	0	0	0	0.887
ENSG00000284693	8.7318	4.6833	6.4793	13.0627	13.6061	11.0803	22.8988	8.5517	15.0789
ENSG00000252956	0	0	0	0	0	0	0	0	0
ENSG00000235263	0	0	0	0	0	0	0	0	0
ENSG00000171612	330.7184	385.9051	290.6409	320.9693	278.9244	334.6252	321.6237	477.6719	330.8487
ENSG00000231181	4.3659	13.1133	12.0329	2.7992	15.3068	7.7562	5.2043	17.1033	7.9829
ENSG00000188807	533.7336	451.4715	527.5966	614.8801	620.7769	650.4138	679.6772	929.6887	676.7762
ENSG00000171608	96.0502	90.8563	85.1559	100.7694	100.3448	75.3461	87.4317	90.4034	84.2644
ENSG00000179840	0	0	0	0	0	0	0	0	0
ENSG00000233268	0	0	0.9256	0	1.7008	0	0	1.2217	0.887
ENSG00000231789	1.0915	1.8733	0.9256	0.9331	0	2.2161	2.0817	1.2217	0
ENSG00000171603	5184.5292	5134.7853	5214.8757	5371.5699	5122.6847	5782.8105	5914.1285	5703.9639	6221.3741
ENSG00000271264	0	0	0	0	0	0	0	0	0
ENSG00000280113	0	0	1.8512	0	0	0	0	0	0
ENSG00000178585	232.4852	269.7589	273.0544	124.0957	109.6989	144.0439	170.6999	179.5851	187.1557
ENSG00000223989	0	0	0	0	0	0	0	0	0
ENSG00000162441	1398.1857	1130.552	1367.1231	1000.2298	855.4815	1058.169	1055.4253	908.9204	1008.5119
ENSG00000228150	0	1.8733	0	0.9331	2.5511	0	1.0409	2.4433	3.548
ENSG00000173614	353.6395	326.8953	402.6395	299.5091	258.5153	403.3231	341.3999	215.0134	355.6845
ENSG00000202415	2.183	1.8733	6.4793	0.9331	1.7008	1.108	2.0817	1.2217	1.774
ENSG00000283611	0	0	0	0	0	0	0	0	0
ENSG00000265521	0	0	0	0	1.7008	0	0	0	0
ENSG00000241326	0	0	0	0	0	0	0	0	0
ENSG00000162444	0	0	0	0	0	0	0	0	0
ENSG00000130939	2316.1202	2718.1953	2750.9071	1630.9717	1761.1355	2085.3132	1666.4061	1574.729	2160.7167
ENSG00000224340	0	0.9367	0	0	0	0	1.0409	0	0
ENSG00000233623	0	0	0	0	0	0	0	0	0
ENSG00000201746	1.0915	0	0	0.9331	0	0	0	0	0
ENSG00000054523	5351.5256	5646.2032	4917.7555	5650.5519	5935.6473	5250.9559	5637.2615	5828.574	5210.2012
ENSG00000264881	0	0	0	0	0	0	0	0	0
ENSG00000199562	0	0	0	0	0	0	0	0	0
ENSG00000264501	0	0	0	0	0	0	0	0	0
ENSG00000284735	1.0915	0	0	0	0	0	0	0	0
